Nitrogen,phosphorous,Potassium,temperature,humidity,ph,label,Rainfall Mensuel (mm),Rainfall Annuel (mm),besoin_irrigation
23,62,19,16.51783455,20.4555596,5.609435127999999,kidneybeans,50.2,536.3,0
22,71,17,18.15300153,19.38602098,5.509295379,kidneybeans,70.4,519.1,0
31,79,25,23.18864385,22.3104551,5.902033406,kidneybeans,58.9,482.4,0
34,59,18,23.38002569,21.98879437,5.744117663,kidneybeans,54.0,585.9,0
12,63,17,18.358923,19.37703396,5.717143397,kidneybeans,73.2,593.0,0
27,56,20,19.25975367,20.51346956,5.542690119,kidneybeans,45.0,546.2,0
7,63,24,22.95458237,24.03553105,5.858617867,kidneybeans,77.5,436.2,0
24,67,22,20.120043,22.89845607,5.618844277000001,kidneybeans,42.7,548.2,0
11,71,24,21.14011423,22.7182355,5.6066203460000015,kidneybeans,63.0,568.4,0
37,74,15,24.92360104,18.22590825,5.582178402,kidneybeans,45.6,559.1,0
25,76,24,15.33042636,24.91506728,5.56503533,kidneybeans,48.1,432.7,0
34,66,17,18.81097271,21.27833035,5.889614577000001,kidneybeans,46.6,562.9,0
20,69,15,23.44260668,22.77255917,5.934136378,kidneybeans,66.6,504.6,0
37,65,16,22.8352024,18.97267518,5.683548308,kidneybeans,54.4,575.4,0
18,74,15,24.9035819,22.27512704,5.70836603,kidneybeans,55.7,563.3,0
4,67,25,23.78709569,24.35679348,5.948164454,kidneybeans,57.6,475.4,0
37,56,25,22.05592283,19.60379304,5.774755143999999,kidneybeans,58.5,460.3,0
5,59,15,18.87492997,20.18238348,5.97229163,kidneybeans,69.9,500.5,0
11,61,21,18.62328774,23.02410338,5.532100554,kidneybeans,49.3,579.9,0
22,80,20,23.00884744,18.86880997,5.669560726,kidneybeans,55.4,508.7,0
12,61,19,19.33162606,24.13995025,5.655726817000001,kidneybeans,76.3,524.8,0
5,74,21,16.24469193,21.35793891,5.591704013999999,kidneybeans,44.7,588.0,0
27,69,22,17.91652287,24.90814655,5.932323085,kidneybeans,65.1,467.0,0
31,75,18,15.46789263,21.43780702,5.824208308999999,kidneybeans,45.6,558.8,0
36,68,20,17.06104474,23.77201471,5.86442953,kidneybeans,64.8,506.7,0
5,65,16,21.32776028,18.48522915,5.866744372,kidneybeans,75.8,557.7,0
32,79,15,23.90910104,20.74619325,5.706198621,kidneybeans,46.1,462.3,0
11,78,22,23.89756791,22.74378977,5.940546818,kidneybeans,49.9,548.8,0
0,55,22,22.98666928,20.57940608,5.916779289,kidneybeans,41.3,514.0,0
14,59,15,21.35135729,22.91244883,5.779090476,kidneybeans,70.5,575.4,0
29,68,23,24.1638445,19.27907819,5.82738029,kidneybeans,53.7,564.3,0
32,68,19,24.62835037,18.18325169,5.514234138,kidneybeans,44.4,569.3,0
17,64,17,21.02213209,24.93896255,5.662699104,kidneybeans,45.1,479.5,0
13,69,19,17.30844532,20.01730914,5.86390397,kidneybeans,71.9,430.0,0
14,67,22,23.82576704,24.75485098,5.624690247999999,kidneybeans,49.2,544.5,0
9,69,20,19.30607278,23.96362799,5.591560999,kidneybeans,68.8,528.2,0
20,73,22,16.03768615,22.33195853,5.976312537999999,kidneybeans,67.8,508.5,0
40,78,20,19.18572809,20.83398341,5.669236258,kidneybeans,50.1,469.1,0
27,72,23,19.92889503,21.79992115,5.961934481,kidneybeans,47.3,581.7,0
14,67,15,19.56376468,24.67385131,5.690065688,kidneybeans,63.3,480.2,0
7,56,18,18.31357543,24.32991649,5.698371311,kidneybeans,58.5,589.5,0
27,65,18,20.10993761,23.22323766,5.59503163,kidneybeans,46.1,517.2,0
30,63,16,23.60506572,21.90539577,5.5259045260000015,kidneybeans,60.2,522.3,0
37,70,25,19.73136909,24.89487354,5.819403771,kidneybeans,40.7,574.4,0
27,63,19,20.93409877,21.1893007,5.562201934,kidneybeans,77.3,513.0,0
22,60,24,18.78226261,20.24768314,5.630664753,kidneybeans,67.9,584.5,0
3,72,24,36.51268371,57.92887167,6.03160778,pigeonpeas,68.3,545.8,0
40,59,23,36.89163721,62.73178224,5.269084669,pigeonpeas,63.1,682.0,0
33,73,23,29.23540524,59.38967583,5.985792703,pigeonpeas,57.0,720.9,0
27,57,24,27.33534897,43.35795962,6.09186275,pigeonpeas,77.4,777.7,0
10,79,18,21.0643684,55.46985938,5.624731337999999,pigeonpeas,58.0,534.0,0
30,75,25,30.33276599,42.35249879,6.446091759,pigeonpeas,79.4,751.7,0
40,70,20,31.80130272,45.03186173,5.623490042999999,pigeonpeas,45.0,776.3,0
38,55,19,33.18184225,38.23184742,5.864623352000001,pigeonpeas,74.8,655.7,0
35,58,20,29.38538562,63.47742011,5.761702519,pigeonpeas,63.7,619.7,0
38,61,21,30.27374995,67.38680755,4.696518678,pigeonpeas,42.2,600.6,0
33,58,24,35.45790488,68.75810535,5.269504214,pigeonpeas,72.1,501.4,0
16,56,17,33.80020039,40.03262418,7.445444882999999,pigeonpeas,53.3,619.5,0
31,72,17,28.69180475,49.47225353,5.833031707999999,pigeonpeas,61.5,776.0,0
16,80,20,31.24021696,56.67369054,7.3393209289999986,pigeonpeas,53.9,604.1,0
27,72,17,28.98039357,57.23265151,6.347929353,pigeonpeas,69.5,635.7,0
40,62,19,27.32198928,34.13737127,4.697750704,pigeonpeas,49.0,635.7,0
18,58,16,21.47607807,38.80023714,4.962661422,pigeonpeas,45.6,552.9,0
3,68,16,18.31910448,34.69776639,4.964887857,pigeonpeas,59.9,625.7,0
26,67,24,36.97794384,37.73992903,5.642813116,pigeonpeas,76.6,608.7,0
16,70,20,24.80467592,40.1242747,5.6093956,pigeonpeas,63.2,689.7,0
24,63,19,19.3479443,55.96805489,4.681576043,pigeonpeas,40.5,699.1,0
9,76,25,28.88302142,50.12323801,5.70951224,pigeonpeas,47.1,788.3,0
16,55,19,19.54314136,47.19188279,6.413543781,pigeonpeas,45.9,624.4,0
28,75,21,24.7741949,50.54621094,6.007508163,pigeonpeas,43.4,799.1,0
16,71,24,18.33124824,38.40975482,4.946369874,pigeonpeas,60.1,678.6,0
24,70,21,19.14729038,45.3733757,5.517208078,pigeonpeas,42.7,725.0,0
38,72,21,28.23416057,49.4421345,5.902103172,pigeonpeas,48.4,769.4,0
9,66,21,30.11812084,34.13307843,5.719889876,pigeonpeas,48.2,557.2,0
34,56,17,33.4126864,35.42910045,4.548202098,pigeonpeas,41.5,641.6,0
1,76,19,24.18553163,46.68746847,6.6695294160000005,pigeonpeas,62.6,519.7,0
6,69,19,26.88630675,41.69617915,4.7509292180000005,pigeonpeas,71.0,636.0,0
26,73,21,31.33170829,57.97429171,4.946263888,pigeonpeas,61.0,632.2,0
27,61,18,33.30711818,67.07780816,5.266227032,pigeonpeas,56.0,667.9,0
27,71,23,23.45379018,46.48714759,7.10959773,pigeonpeas,46.2,554.6,0
36,61,21,34.53823889,39.04468913,5.617008201,pigeonpeas,74.5,783.8,0
17,73,18,19.50112224,34.51086611,5.632353113,pigeonpeas,54.9,581.2,0
26,72,22,28.76794904,37.57792132,4.674941549,pigeonpeas,65.8,622.6,0
17,64,16,30.97758716,32.24914235,7.161797643,pigeonpeas,41.0,546.8,0
14,74,19,18.39759147,36.82639309,6.624966131,pigeonpeas,68.6,697.7,0
39,60,15,35.09357419,30.98685456,5.004074623999999,pigeonpeas,41.1,566.6,0
6,66,15,34.93174223,30.40046769,6.3458060110000005,pigeonpeas,49.2,701.6,0
8,59,18,29.50523036,35.72032498,6.216814453,pigeonpeas,40.8,531.2,0
2,67,18,34.51934775,47.52980027,5.921666758,pigeonpeas,72.0,553.6,0
1,76,17,28.43430726,52.10010827,6.012719118,pigeonpeas,66.1,571.5,0
16,73,19,18.41645629,34.80541039,4.684079249,pigeonpeas,44.0,573.0,0
23,75,25,31.07508973,47.19847683,7.077170002000001,pigeonpeas,68.9,756.7,0
32,70,20,20.89342749,46.24856523,6.208843215,pigeonpeas,73.2,619.2,0
28,59,22,30.90607799,52.79913039,7.05181629,pigeonpeas,66.7,561.5,0
5,62,23,27.9348279,66.45457122,4.722222454,pigeonpeas,51.7,768.9,0
36,67,25,35.95176642,36.52780776,6.418062652000001,pigeonpeas,40.5,525.7,0
1,66,23,19.54317155,56.92831399,4.803564468,pigeonpeas,48.3,508.0,0
24,73,20,19.63736208,32.31528909,4.608695247,pigeonpeas,47.3,674.9,0
17,67,18,31.2192752,56.46868874,5.611510977000001,pigeonpeas,56.9,767.8,0
5,55,18,33.50876355,45.70976142,7.322097972000001,pigeonpeas,72.7,602.5,0
5,56,24,24.80710166,45.01110015,5.023115055,pigeonpeas,50.4,613.9,0
37,77,17,36.20970524,31.94550613,5.617122801,pigeonpeas,63.6,580.4,0
13,73,20,30.50420876,35.48885969,5.391560417999999,pigeonpeas,65.0,622.8,0
6,63,23,26.01630259,49.94704718,5.906596905,pigeonpeas,62.1,630.8,0
16,77,22,31.48469278,35.6395615,6.574209678,pigeonpeas,51.8,784.5,0
25,64,20,33.15122581,32.45974539,4.807776748999999,pigeonpeas,70.5,542.0,0
34,75,24,23.50222822,51.29019509,4.760038038999999,pigeonpeas,74.7,646.2,0
20,77,23,34.87248659,38.83786012,5.180271502,pigeonpeas,75.8,740.0,0
35,80,25,28.09269012,44.93322042,4.895927306,pigeonpeas,57.0,506.7,0
14,75,24,24.54757829,57.3414485,6.436160044,pigeonpeas,50.7,662.5,0
36,80,21,33.64769646,48.41490082,7.066087261,pigeonpeas,65.3,577.4,0
7,77,18,20.5591255,60.54880693,6.655918077999999,pigeonpeas,45.6,750.5,0
29,78,25,19.95991719,59.33157782,5.982854522999999,pigeonpeas,79.4,657.7,0
30,60,21,28.87667593,62.4901206,5.457871272999999,pigeonpeas,46.9,581.7,0
20,74,16,36.04353699,43.61444121,4.759490199,pigeonpeas,40.7,774.3,0
19,57,23,23.6734328,47.2879691,7.342409555,pigeonpeas,44.7,673.0,0
3,60,19,25.74679443,40.7192594,4.820788186000001,pigeonpeas,51.0,666.3,0
5,77,19,31.08564994,66.68832981,6.242052013,pigeonpeas,66.1,748.9,0
5,68,20,18.72987676,61.33186249,5.001038726,pigeonpeas,48.3,503.3,0
37,73,21,29.50304807,63.46513414,5.560224582999999,pigeonpeas,45.5,770.0,0
9,59,24,20.43517772,39.37252634,4.747352458,pigeonpeas,75.0,679.2,0
20,72,15,36.00415838,56.01334416,7.313517308,pigeonpeas,64.0,699.5,0
31,56,23,31.46846241,35.39454002,5.661826398,pigeonpeas,47.0,774.3,0
0,70,21,36.30049702,56.03021253,4.672437054,pigeonpeas,56.8,614.9,0
21,74,15,29.49096726,67.10604388,6.471862118,pigeonpeas,60.8,514.1,0
13,67,18,30.5753044,34.75591197,5.384762927000001,pigeonpeas,46.7,721.4,0
27,74,20,24.69487673,59.96669215,5.8598134160000015,pigeonpeas,43.3,680.9,0
29,72,24,23.17409556,36.67847052,6.962386495,pigeonpeas,49.8,616.8,0
5,68,20,19.04380471,33.10695144,6.12166671,pigeonpeas,51.5,606.7,0
39,57,19,29.32379604,45.93248374,6.421748487,pigeonpeas,68.8,589.1,0
22,62,16,34.6455408,54.32342534,4.828936119,pigeonpeas,62.7,642.8,0
18,55,23,21.9989826,56.31006755,6.98571967,pigeonpeas,66.5,781.0,0
39,77,21,22.99774444,60.24218572,4.603563116,pigeonpeas,69.3,564.5,0
13,75,20,30.55992394,35.29006485,6.979540061,pigeonpeas,41.2,578.7,0
27,71,24,31.46417866,48.17631461,7.064973419,pigeonpeas,63.8,515.4,0
26,64,22,25.95058595,40.58227261,5.16516459,pigeonpeas,59.9,679.1,0
23,55,16,21.01142393,69.69141302,5.111488821,pigeonpeas,53.4,731.3,0
4,69,19,19.25100056,47.70351758,5.374358869,pigeonpeas,44.3,522.5,0
20,67,19,19.24462755,50.54495302,5.671419084,pigeonpeas,69.1,648.6,0
7,74,17,22.47253208,62.56532471,5.667419697000001,pigeonpeas,67.5,630.4,0
17,64,18,36.75087487,58.25799145,6.07938452,pigeonpeas,49.9,745.7,0
35,71,17,29.89286629,66.35375127,6.931924962999999,pigeonpeas,72.0,708.4,0
11,72,22,29.37735586,44.82294584,6.842744374,pigeonpeas,50.9,677.1,0
20,60,22,29.65052947,42.89833235,6.876572502999999,pigeonpeas,54.4,527.5,0
10,71,18,19.54284889,66.34777265,6.151029296,pigeonpeas,76.7,541.0,0
33,61,24,20.04611791,48.93905624,4.567446499,pigeonpeas,78.0,633.8,0
3,49,18,27.91095209,64.70930606,3.692863601,mothbeans,19.6,308.4,0
22,59,23,27.32220619,51.27868781,4.371745575,mothbeans,36.8,346.4,0
36,58,25,28.66024187,59.3189118,8.399135957999999,mothbeans,35.2,331.8,0
4,43,18,29.02955344,61.09387478,8.840656256,mothbeans,32.3,369.8,0
29,54,16,27.78031515,54.65030015,8.153022903,mothbeans,21.2,297.9,0
32,43,22,31.99928579,54.1077461,5.270749441,mothbeans,20.5,397.5,0
14,55,15,27.33580911,55.27755933,8.050304395,mothbeans,38.6,207.9,0
5,35,20,28.92952635,53.57014709,9.679240873,mothbeans,32.6,385.0,0
25,57,24,27.65472156,58.59986279,6.974978386,mothbeans,19.5,313.6,0
11,53,24,28.52396666,55.77264351,7.39389918,mothbeans,37.9,206.8,0
40,49,17,31.02215872,45.89239456,6.68727523,mothbeans,32.4,259.5,0
38,56,25,25.74095321,45.38497051,7.88118645,mothbeans,38.1,394.2,0
27,43,23,31.70447482,56.85420099,5.875333778,mothbeans,38.6,294.8,0
24,38,22,24.47876451,58.51663927,8.202706015,mothbeans,36.6,368.9,0
23,45,21,31.46511256,51.79939437,8.985348193,mothbeans,23.0,365.8,0
29,57,20,25.60973447,50.7330069,5.87707519,mothbeans,15.9,319.3,0
31,35,23,30.30260453,47.18283631,7.707595055,mothbeans,20.8,224.1,0
0,55,25,28.17489437,43.6672299,4.524171562,mothbeans,16.9,339.3,0
7,45,22,25.50634557,44.8302551,9.926212291,mothbeans,23.5,345.0,0
17,58,25,31.12896766,43.58788762,6.455592696,mothbeans,16.6,263.1,0
11,44,17,26.34043268,55.59160391,8.016210782,mothbeans,28.5,358.1,0
22,49,22,28.23494706,61.5620517,3.71105919,mothbeans,23.0,325.2,0
9,51,19,27.04453473,49.32609633,5.49091063,mothbeans,37.1,323.2,0
28,48,15,25.16125354,55.25435777,9.254089438,mothbeans,20.8,204.9,0
26,50,19,27.3179125,51.66921088,6.005242945,mothbeans,36.8,204.3,0
36,56,20,25.4123765,49.66474269,7.437078236,mothbeans,36.9,305.8,0
8,60,18,31.21629982,46.01868196,3.808429173,mothbeans,38.5,359.8,0
24,37,21,30.573999,58.22686794,5.818219385,mothbeans,39.9,270.1,0
22,43,24,25.42517036,53.22082660000001,4.52363558,mothbeans,34.2,280.4,0
36,43,24,27.09400578,43.65305437,3.510404312,mothbeans,27.0,325.5,0
22,44,24,24.30935081,56.32938343,6.030447288,mothbeans,36.8,396.8,0
17,43,22,30.06142622,45.90067655,5.498340807999999,mothbeans,34.2,283.6,0
8,45,15,28.09568993,60.98353839999999,4.61136408,mothbeans,25.5,347.5,0
7,56,23,26.33908791,40.00933429,5.545219232000001,mothbeans,21.0,222.1,0
36,57,16,28.61409059,57.14218792,8.292875733999999,mothbeans,23.9,257.4,0
11,45,19,28.70012137,44.359648,3.828031463,mothbeans,22.4,246.7,0
6,36,22,24.21610338,59.79236306,8.869532817,mothbeans,16.1,203.6,0
17,57,20,28.50677929,45.20094476,3.793575185,mothbeans,39.7,285.6,0
4,47,20,25.97948991,64.95585424,4.193189124,mothbeans,24.6,335.9,0
9,49,16,30.88482722,41.36561835,7.661537347999999,mothbeans,20.5,390.0,0
25,51,24,25.5042419,61.66852372,9.392694614,mothbeans,34.7,217.9,0
36,44,21,25.12528913,51.33189406,4.516154055,mothbeans,25.4,375.8,0
21,38,20,27.10508014,63.56791363,5.794289715,mothbeans,38.6,293.5,0
37,57,20,31.1006247,44.82069159,7.354286985,mothbeans,30.3,233.4,0
32,48,18,26.45707778,56.40226277,5.993513566,mothbeans,39.8,246.3,0
29,44,20,30.04132304,63.56222995,8.620107545,mothbeans,38.6,329.9,0
25,51,18,27.77799528,54.82130787,9.45949344,mothbeans,30.2,302.5,0
10,44,24,30.99256944,43.02151392,8.0344125,mothbeans,20.8,235.3,0
23,35,18,26.4908332,47.36534833,5.414492777,mothbeans,20.5,237.3,0
9,60,23,31.96987867,57.17377029,6.2760043360000015,mothbeans,34.5,270.0,0
3,58,21,25.36140526,46.82652785,9.160691747,mothbeans,16.4,393.8,0
22,42,22,25.54249137,56.96640758,7.887658711,mothbeans,37.1,385.6,0
12,39,21,28.99319096,62.85948245,8.183844843,mothbeans,39.9,234.8,0
39,36,22,29.34317422,60.50320928,9.072011412,mothbeans,24.9,351.6,0
32,41,16,28.63618921,61.39451307,7.702287236,mothbeans,32.4,230.8,0
30,41,15,24.83206631,44.17085032,5.88509677,mothbeans,35.4,244.9,0
19,36,22,25.44689075,58.55363573,6.16496284,mothbeans,20.6,307.4,0
4,46,15,31.01274943,62.40392519,3.504752314,mothbeans,29.8,316.0,0
21,39,20,27.06179658,52.3003173,7.388007482999999,mothbeans,17.3,375.5,0
35,57,25,27.0956288,42.26206161,8.340398059,mothbeans,21.6,225.9,0
22,55,24,28.56800579,57.30636014,8.66077954,mothbeans,37.2,391.1,0
35,51,17,28.79929247,49.84213387,3.558822825,mothbeans,36.6,361.9,0
17,56,17,27.94293692,45.41393636,5.9565851,mothbeans,31.4,310.2,0
28,57,17,30.47757686,61.58245338,9.416003106,mothbeans,17.2,281.7,0
22,36,16,30.58139475,50.77148138,8.18422855,mothbeans,24.3,252.0,0
11,41,19,26.85911286,41.81420849,5.131779302,mothbeans,33.1,299.2,0
38,38,18,26.31051759,61.18749126,6.294130312999999,mothbeans,17.0,244.0,0
23,37,24,28.77833449,44.2252605,7.991902443,mothbeans,32.1,215.2,0
25,35,20,28.90245417,43.35365671,8.923095695,mothbeans,36.3,299.0,0
40,45,20,29.37687468,57.69622912,6.878498176,mothbeans,27.0,318.5,0
23,58,19,24.17093241,58.25204566,5.243634848999999,mothbeans,35.6,269.6,0
2,56,23,26.65333029,59.79023382,7.550090941,mothbeans,32.0,313.1,0
3,56,17,28.19912143,53.50567601,8.709291687999999,mothbeans,21.7,375.7,0
26,51,25,28.76488954,52.62741529,7.792508067999999,mothbeans,34.9,331.7,0
39,42,20,29.3499706,61.25353851,8.055908857999999,mothbeans,36.3,373.5,0
27,59,20,28.00937423,52.60950014,4.397698806,mothbeans,32.7,367.4,0
24,45,19,26.85851927,48.8246387,5.9523849570000005,mothbeans,32.4,336.0,0
7,40,17,31.2123945,40.92604945,8.532078732999999,mothbeans,30.5,350.5,0
15,45,23,24.20422636,61.43378674,7.224193642,mothbeans,19.0,376.2,0
26,52,23,29.98835437,49.60384796,4.931890506,mothbeans,36.8,205.8,0
20,45,16,29.93964907,54.61813464,4.626212446,mothbeans,35.6,225.8,0
34,54,24,31.2119298,41.55934359,5.026003659,mothbeans,23.4,348.7,0
19,51,25,26.80474415,48.23991436,3.5253661,mothbeans,19.0,363.6,0
29,41,21,31.49398069,62.84916863,8.86979671,mothbeans,35.8,301.5,0
20,50,22,30.99694676,46.42693735,9.406887533,mothbeans,15.2,257.4,0
11,40,23,29.61253065,63.04749127,5.80428611,mothbeans,30.4,396.2,0
15,54,15,29.97604322,57.03184356,8.35495812,mothbeans,30.8,252.0,0
35,55,22,30.88883074,52.62696801,8.634929739,mothbeans,30.9,308.0,0
9,59,25,30.39321309,60.16299493,7.699200949,mothbeans,34.5,221.4,0
40,45,18,30.43683729,55.20522037,5.261285926,mothbeans,34.0,308.3,0
35,38,19,25.32688786,63.18180319,9.112771682,mothbeans,39.1,268.4,0
14,58,17,30.53684308,59.96664731,4.605700542,mothbeans,30.8,386.4,0
40,55,18,30.38257873,40.5926071,7.115994051,mothbeans,17.6,387.4,0
18,36,23,24.01825377,53.76623369,7.214078621,mothbeans,32.2,213.6,0
35,52,15,28.69841277,61.14754363,9.93509073,mothbeans,22.5,341.6,0
4,59,22,29.33743412,49.00323081,8.914074888,mothbeans,16.7,316.4,0
22,51,16,27.96583691,61.34900107,8.639586199,mothbeans,23.6,324.2,0
33,47,17,24.86803974,48.27531965,8.621514073,mothbeans,16.1,374.3,0
2,51,17,25.87682261,45.96341933,5.838508699,mothbeans,39.3,393.8,0
16,51,21,31.01963639,49.97675220000001,3.532008668,mothbeans,33.7,226.0,0
19,55,20,27.43329405,87.80507732,7.18530147,mungbean,60.3,304.9,0
8,54,20,28.3340432,80.77275974,7.034214276,mungbean,30.9,364.7,0
36,55,20,27.01470397,84.34262707,6.635968697999999,mungbean,49.5,454.1,0
10,56,16,28.17432665,81.04554836,6.828187498999998,mungbean,57.3,389.2,0
22,56,17,29.87888063,87.32761241,6.89077995,mungbean,40.9,499.4,0
9,57,24,29.89232778,89.71503316,7.165121108999998,mungbean,47.0,390.3,0
34,59,23,28.56212158,83.24855855,6.935804256,mungbean,36.5,459.0,0
31,51,25,27.53592929,85.57019009999998,7.196774236,mungbean,57.7,344.2,0
0,49,18,29.68361658,87.93598094,6.990095452,mungbean,33.3,436.1,0
21,39,20,28.14448546,82.1193047,7.064782137999999,mungbean,56.2,354.7,0
28,35,22,29.53037621,86.73346018,7.156563094,mungbean,68.0,330.2,0
17,52,17,27.88352946,86.45147631,6.364967184,mungbean,47.3,488.7,0
24,42,23,28.22471276,82.35916228,6.428054409,mungbean,46.8,427.7,0
28,46,16,29.008124,84.96089355,6.664187809,mungbean,45.9,354.8,0
21,38,21,29.75538903,86.45193297,6.637677489,mungbean,69.4,381.9,0
34,60,25,29.78416743,85.16906976,6.79385576,mungbean,65.8,346.0,0
19,53,22,27.8640132,80.4513142,6.852884642999999,mungbean,38.5,306.2,0
31,58,15,27.11026483,84.96771717,7.121571293,mungbean,56.1,373.7,0
19,35,24,27.11030369,83.64274107,6.883308033,mungbean,64.6,394.6,0
24,53,17,28.95451232,89.07866095,6.421271178,mungbean,68.7,337.1,0
13,47,20,29.21780035,87.93724219,6.54450214,mungbean,64.7,455.3,0
31,53,16,28.7420098,85.81675947,6.452006451,mungbean,60.8,469.0,0
28,45,23,29.65021184,80.29868321,6.489259136,mungbean,60.4,425.2,0
31,37,21,27.23924995,86.404241,6.713410626,mungbean,35.2,306.5,0
33,60,15,28.95172351,81.67085323,6.510840928,mungbean,66.8,423.3,0
34,45,21,28.18837136,82.60629652,6.2873801170000005,mungbean,61.9,396.3,0
13,57,25,28.30041493,86.20681554,6.86308576,mungbean,34.7,325.0,0
33,57,17,27.89636126,88.71782287,6.78415271,mungbean,57.4,386.1,0
32,57,22,28.6899851,87.50436797,6.769415887999999,mungbean,38.0,398.3,0
23,59,25,27.826262300000003,88.73100226,6.320768488,mungbean,32.6,416.4,0
35,41,18,28.70562673,81.59200689,6.705008503999999,mungbean,40.8,459.5,0
6,48,24,28.6362812,84.61431076,6.790736339,mungbean,42.4,391.0,0
29,36,25,28.28511547,88.4393979,7.130278657000001,mungbean,30.5,314.5,0
4,36,22,27.60887393,86.13316408,7.012740397000001,mungbean,45.7,396.0,0
10,59,22,28.60901145,86.99495766,7.1556850160000005,mungbean,54.0,358.3,0
14,48,21,29.24598976,84.80084105,6.991242362,mungbean,57.8,472.0,0
8,50,21,28.62911222,89.11480590000002,6.218923893,mungbean,61.2,307.9,0
20,40,15,29.57329479,88.07505524,7.199495367999999,mungbean,49.2,321.0,0
36,43,22,27.82684262,87.16679147,6.3898821660000005,mungbean,39.7,497.3,0
14,57,15,29.8757015,83.14796296,6.623438282,mungbean,35.7,399.8,0
11,60,23,27.33684386,88.50229102,7.033012777000001,mungbean,54.7,440.5,0
10,59,15,29.83040388,89.30428305,6.32400451,mungbean,52.4,302.0,0
7,60,25,28.2753171,82.76020821,6.397636709,mungbean,43.1,403.5,0
2,47,15,29.86860065,85.99127934,6.401455706,mungbean,33.5,370.1,0
20,45,22,29.5888162,89.9939693,6.904587016,mungbean,31.3,315.7,0
2,39,15,28.07219563,82.9116472,6.478557136,mungbean,45.9,326.5,0
27,40,24,27.84026517,89.99615558,7.063022095,mungbean,52.7,437.9,0
35,48,15,27.10818093,87.45126690000002,6.981758362000001,mungbean,62.0,340.0,0
4,59,25,27.68515114,81.94268594,6.227134139,mungbean,36.7,320.9,0
1,48,24,29.34594634,85.60472562,6.232836962,mungbean,55.5,441.3,0
36,43,21,28.36319404,84.8593608,7.140437859,mungbean,31.3,487.2,0
11,46,24,27.65280218,89.80650642,6.459252023,mungbean,32.1,408.3,0
34,47,19,27.31372793,85.44815232,6.568795403999999,mungbean,58.4,474.2,0
21,44,18,27.06909959,86.89934108,7.12851089,mungbean,58.6,460.3,0
17,58,20,28.06642822,85.91625451,6.42937879,mungbean,43.6,463.0,0
25,40,21,27.73329078,81.13903037,6.248900919,mungbean,33.2,479.0,0
2,38,18,27.53632932,89.92908171,6.619891497999999,mungbean,51.9,463.5,0
9,48,20,29.66461594,84.28187572,6.377568542000001,mungbean,48.1,428.7,0
37,49,25,29.914544300000006,85.85384444,6.415459592,mungbean,51.1,446.3,0
36,38,15,28.36363858,87.59810657,6.3206620120000006,mungbean,33.3,312.1,0
40,58,15,29.46416042,87.60890009,6.978400282000001,mungbean,39.9,331.9,0
30,44,16,29.73013036,82.89166381,6.442335592999999,mungbean,64.9,343.8,0
1,59,23,27.46852989,87.17649,7.184398832,mungbean,69.0,367.4,0
9,48,22,27.77076285,87.09979549,6.402926221,mungbean,37.3,457.9,0
14,41,17,29.12939524,88.48312598,7.085982325,mungbean,56.3,399.6,0
35,52,19,27.10606808,89.89593328,6.698574085,mungbean,52.2,443.8,0
31,48,17,28.88078945,86.94206817,6.594739424,mungbean,39.1,499.3,0
4,41,20,28.14720892,83.8001509,6.647965508,mungbean,69.0,430.1,0
30,37,25,29.89129144,80.14487166,7.120032489,mungbean,38.0,436.0,0
9,35,20,27.41503453,80.98004661,6.91380932,mungbean,32.9,306.1,0
20,41,20,29.27308605,89.4875022,7.073048264,mungbean,40.3,392.5,0
37,50,23,29.65296893,88.48587386,6.5304707,mungbean,64.7,445.4,0
34,35,21,28.44524991,82.67639542,6.684381357,mungbean,59.7,385.1,0
14,37,15,27.96235681,83.97586797,6.581351374,mungbean,43.8,374.2,0
23,39,22,29.25649321,81.97952224,6.86483915,mungbean,69.5,308.0,0
5,45,21,28.36291385,88.00989267,6.487124217000001,mungbean,64.7,415.7,0
22,37,20,27.62749466,86.49366929,6.605733067999999,mungbean,47.5,445.1,0
40,51,17,28.66086349,86.12194568,6.860602782000001,mungbean,49.5,474.7,0
27,56,20,29.2114218,87.11497805,6.41874299,mungbean,66.0,384.3,0
31,40,22,29.40889385,86.16063492,6.365513634,mungbean,41.1,418.5,0
38,36,21,28.02952623,84.8845732,6.5563729660000005,mungbean,66.5,342.1,0
6,37,17,28.08657178,80.35005927,6.760694227999999,mungbean,54.9,426.3,0
6,47,18,29.16174608,80.28038146,6.715276662999999,mungbean,59.3,326.3,0
24,44,17,29.8596912,80.03499648,6.666380512000001,mungbean,58.6,481.8,0
25,59,19,29.06631494,83.6869203,6.626629798,mungbean,37.2,347.5,0
32,56,21,27.38538997,88.66663953,6.702772465,mungbean,68.9,336.2,0
8,45,18,27.93034941,85.42058715,7.011030515,mungbean,64.2,398.5,0
19,39,17,29.2808618,81.8009244,6.890156495,mungbean,39.9,474.1,0
39,37,15,28.9973145,83.78911515,6.821747052,mungbean,47.8,403.0,0
33,37,19,27.92678579,86.5543196,7.183189922,mungbean,44.4,418.6,0
26,54,17,28.5474135,88.9570454,6.27258822,mungbean,36.5,378.2,0
21,51,15,29.36488409,89.1886954,6.679127482,mungbean,68.8,351.6,0
22,54,20,28.56149805,83.63802195,6.689825155,mungbean,56.3,365.0,0
